"","OBJECTID","SiteID","Day","Month","Year","Species","Count"
"1350",566,"ELO-STLR_B2",9,4,1999,"ABDU",33
"1351",567,"ELO-STLR_B2",7,1,1999,"ABDU",300
"1352",568,"ELO-STLR_B2",4,5,1999,"ABDU",2
"1353",569,"ELO-STLR_B2",3,11,1999,"ABDU",2
"1354",570,"ELO-STLR_B2",23,8,1999,"ABDU",1
"1355",571,"ELO-STLR_B2",21,4,1999,"ABDU",3
"1356",572,"ELO-STLR_B2",8,10,1999,"ABDU",1
"1357",573,"ELO-STLR_B2",5,1,2000,"ABDU",91
"1358",574,"ELO-STLR_B2",8,11,2000,"ABDU",8
"1359",575,"ELO-STLR_B2",30,10,2002,"ABDU",3
"1360",576,"ELO-STLR_B2",7,1,2002,"ABDU",6
"1361",577,"ELO-STLR_B2",7,1,2003,"ABDU",15
"1362",578,"ELO-STLR_B2",6,1,2004,"ABDU",9
"1363",1118,"ELO-STLR_B3",20,5,1976,"ABDU",2
"1364",1119,"ELO-STLR_B3",24,3,1976,"ABDU",3
"1365",1120,"ELO-STLR_B3",15,11,1977,"ABDU",11
"1366",1121,"ELO-STLR_B3",12,4,1977,"ABDU",3
"1367",1122,"ELO-STLR_B3",8,12,1977,"ABDU",26
"1368",1123,"ELO-STLR_B3",7,11,1978,"ABDU",11
"1369",1124,"ELO-STLR_B3",7,11,1985,"ABDU",16
"1370",1125,"ELO-STLR_B3",18,11,1985,"ABDU",1
"1371",1126,"ELO-STLR_B3",14,3,1985,"ABDU",4
"1372",1127,"ELO-STLR_B3",7,1,1988,"ABDU",1
"1373",1128,"ELO-STLR_B3",8,1,1992,"ABDU",3
"1374",1129,"ELO-STLR_B3",6,1,1993,"ABDU",2
"1375",1130,"ELO-STLR_B3",15,11,1994,"ABDU",2
"1376",1131,"ELO-STLR_B3",5,1,1996,"ABDU",3
"1377",1132,"ELO-STLR_B3",4,5,1999,"ABDU",2
"1378",1466,"ELO-STLR_B4",20,5,1976,"ABDU",31
"1379",1467,"ELO-STLR_B4",7,4,1976,"ABDU",55
"1380",1468,"ELO-STLR_B4",24,3,1976,"ABDU",131
"1381",1469,"ELO-STLR_B4",29,4,1976,"ABDU",4
"1382",1470,"ELO-STLR_B4",28,9,1976,"ABDU",1
"1383",1471,"ELO-STLR_B4",5,11,1976,"ABDU",2
"1384",1472,"ELO-STLR_B4",29,4,1977,"ABDU",2
"1385",1473,"ELO-STLR_B4",9,3,1977,"ABDU",2
"1386",1474,"ELO-STLR_B4",22,9,1977,"ABDU",120
"1387",1475,"ELO-STLR_B4",19,10,1977,"ABDU",106
"1388",1476,"ELO-STLR_B4",25,3,1977,"ABDU",1
"1389",1477,"ELO-STLR_B4",12,4,1977,"ABDU",6
"1390",1478,"ELO-STLR_B4",8,12,1977,"ABDU",4
"1391",1479,"ELO-STLR_B4",15,11,1977,"ABDU",32
"1392",1480,"ELO-STLR_B4",14,4,1978,"ABDU",2
"1393",1481,"ELO-STLR_B4",7,11,1978,"ABDU",4
"1394",1482,"ELO-STLR_B4",6,11,1979,"ABDU",27
"1395",1483,"ELO-STLR_B4",11,9,1985,"ABDU",11
"1396",1484,"ELO-STLR_B4",23,10,1985,"ABDU",6
"1397",1485,"ELO-STLR_B4",29,8,1985,"ABDU",275
"1398",1486,"ELO-STLR_B4",25,4,1985,"ABDU",10
"1399",1487,"ELO-STLR_B4",26,9,1985,"ABDU",16
"1400",1488,"ELO-STLR_B4",6,11,1985,"ABDU",2
"1401",1489,"ELO-STLR_B4",18,11,1985,"ABDU",22
"1402",1490,"ELO-STLR_B4",7,11,1985,"ABDU",33
"1403",1491,"ELO-STLR_B4",29,3,1985,"ABDU",22
"1404",1492,"ELO-STLR_B4",7,6,1985,"ABDU",6
"1405",1493,"ELO-STLR_B4",11,4,1985,"ABDU",2
"1406",1494,"ELO-STLR_B4",5,12,1985,"ABDU",15
"1407",1495,"ELO-STLR_B4",6,11,1986,"ABDU",11
"1408",1496,"ELO-STLR_B4",4,11,1987,"ABDU",46
"1409",1497,"ELO-STLR_B4",13,1,1987,"ABDU",11
"1410",1498,"ELO-STLR_B4",14,12,1988,"ABDU",39
"1411",1499,"ELO-STLR_B4",7,11,1989,"ABDU",6
"1412",1500,"ELO-STLR_B4",13,12,1990,"ABDU",29
"1413",1501,"ELO-STLR_B4",7,11,1990,"ABDU",64
"1414",1502,"ELO-STLR_B4",3,1,1990,"ABDU",4
"1415",1503,"ELO-STLR_B4",15,11,1990,"ABDU",2
"1416",1504,"ELO-STLR_B4",3,1,1991,"ABDU",12
"1417",1505,"ELO-STLR_B4",14,11,1991,"ABDU",12
"1418",1506,"ELO-STLR_B4",4,11,1991,"ABDU",13
"1419",1507,"ELO-STLR_B4",11,12,1991,"ABDU",1
"1420",1508,"ELO-STLR_B4",4,11,1992,"ABDU",4
"1421",1509,"ELO-STLR_B4",27,11,1992,"ABDU",2
"1422",1510,"ELO-STLR_B4",16,11,1993,"ABDU",10
"1423",1511,"ELO-STLR_B4",15,12,1993,"ABDU",11
"1424",1512,"ELO-STLR_B4",15,11,1994,"ABDU",7
"1425",1513,"ELO-STLR_B4",3,11,1994,"ABDU",1
"1426",1514,"ELO-STLR_B4",6,1,1994,"ABDU",6
"1427",1515,"ELO-STLR_B4",5,1,1995,"ABDU",10
"1428",1516,"ELO-STLR_B4",6,11,1995,"ABDU",10
"1429",1517,"ELO-STLR_B4",13,12,1995,"ABDU",10
"1430",1518,"ELO-STLR_B4",4,11,1996,"ABDU",28
"1431",1519,"ELO-STLR_B4",9,12,1996,"ABDU",4
"1432",1520,"ELO-STLR_B4",7,1,1997,"ABDU",24
"1433",1521,"ELO-STLR_B4",5,11,1997,"ABDU",2
"1434",1522,"ELO-STLR_B4",8,12,1997,"ABDU",1
"1435",1523,"ELO-STLR_B4",5,11,1998,"ABDU",6
"1436",1524,"ELO-STLR_B4",4,5,1999,"ABDU",2
"1437",1525,"ELO-STLR_B4",21,4,1999,"ABDU",2
"1438",1526,"ELO-STLR_B4",25,3,1999,"ABDU",2
"1439",1527,"ELO-STLR_B4",8,10,1999,"ABDU",13
"1440",1528,"ELO-STLR_B4",3,11,1999,"ABDU",8
"1441",1529,"ELO-STLR_B4",21,12,1999,"ABDU",8
"1442",1530,"ELO-STLR_B4",1,12,1999,"ABDU",10
"1443",1531,"ELO-STLR_B4",17,11,1999,"ABDU",33
"1444",1532,"ELO-STLR_B4",18,5,1999,"ABDU",2
"1445",1533,"ELO-STLR_B4",22,9,1999,"ABDU",5
"1446",1534,"ELO-STLR_B4",9,4,1999,"ABDU",10
"1447",1535,"ELO-STLR_B4",18,10,1999,"ABDU",5
"1448",1536,"ELO-STLR_B4",8,11,2000,"ABDU",70
"1449",1537,"ELO-STLR_B4",5,1,2000,"ABDU",17
"1450",1538,"ELO-STLR_B4",5,11,2001,"ABDU",17
"1451",1539,"ELO-STLR_B4",7,1,2002,"ABDU",16
"1452",1540,"ELO-STLR_B4",30,10,2002,"ABDU",41
"1453",1541,"ELO-STLR_B4",6,1,2004,"ABDU",3
"1454",2366,"ELO-STLR_B5",10,3,1976,"ABDU",14
"1455",2367,"ELO-STLR_B5",9,3,1977,"ABDU",4
"1456",2368,"ELO-STLR_B5",29,3,1985,"ABDU",5
"1457",2369,"ELO-STLR_B5",2,1,1986,"ABDU",1
"1458",2370,"ELO-STLR_B5",4,11,1987,"ABDU",3
"1459",2371,"ELO-STLR_B5",14,12,1988,"ABDU",165
"1460",2372,"ELO-STLR_B5",3,1,1990,"ABDU",3
"1461",2373,"ELO-STLR_B5",3,1,1991,"ABDU",2
"1462",2374,"ELO-STLR_B5",4,11,1991,"ABDU",9
"1463",2375,"ELO-STLR_B5",4,11,1992,"ABDU",2
"1464",2376,"ELO-STLR_B5",8,1,1992,"ABDU",12
"1465",2377,"ELO-STLR_B5",15,12,1993,"ABDU",1
"1466",2378,"ELO-STLR_B5",4,11,1993,"ABDU",4
"1467",2379,"ELO-STLR_B5",16,11,1993,"ABDU",5
"1468",2380,"ELO-STLR_B5",14,12,1994,"ABDU",80
"1469",2381,"ELO-STLR_B5",5,1,1995,"ABDU",2
"1470",2382,"ELO-STLR_B5",7,1,1997,"ABDU",7
"1471",2383,"ELO-STLR_B5",3,11,1999,"ABDU",1
"1472",2384,"ELO-STLR_B5",18,10,1999,"ABDU",1
"1473",2385,"ELO-STLR_B5",7,1,1999,"ABDU",1
"1474",2386,"ELO-STLR_B5",25,3,1999,"ABDU",6
"1475",2387,"ELO-STLR_B5",17,11,1999,"ABDU",2
"1476",2388,"ELO-STLR_B5",1,12,1999,"ABDU",6
"1477",2389,"ELO-STLR_B5",8,11,2000,"ABDU",7
"1478",2390,"ELO-STLR_B5",5,1,2000,"ABDU",5
"1479",2391,"ELO-STLR_B5",9,1,2001,"ABDU",100
"1480",2392,"ELO-STLR_B5",5,11,2001,"ABDU",1
"1481",2393,"ELO-STLR_B5",6,1,2004,"ABDU",2
"1482",2845,"ELO-STLR_B6",20,5,1976,"ABDU",2
"1483",2846,"ELO-STLR_B6",5,11,1976,"ABDU",3
"1484",2847,"ELO-STLR_B6",10,3,1976,"ABDU",11
"1485",2848,"ELO-STLR_B6",9,3,1977,"ABDU",11
"1486",2849,"ELO-STLR_B6",7,11,1985,"ABDU",7
"1487",2850,"ELO-STLR_B6",18,11,1985,"ABDU",13
"1488",2851,"ELO-STLR_B6",23,10,1985,"ABDU",85
"1489",2852,"ELO-STLR_B6",5,12,1985,"ABDU",30
"1490",2853,"ELO-STLR_B6",25,4,1985,"ABDU",3
"1491",2854,"ELO-STLR_B6",6,11,1986,"ABDU",1
"1492",2855,"ELO-STLR_B6",13,1,1987,"ABDU",17
"1493",2856,"ELO-STLR_B6",3,11,1988,"ABDU",8
"1494",2857,"ELO-STLR_B6",14,12,1988,"ABDU",4
"1495",2858,"ELO-STLR_B6",3,1,1989,"ABDU",29
"1496",2859,"ELO-STLR_B6",7,11,1989,"ABDU",5
"1497",2860,"ELO-STLR_B6",7,11,1990,"ABDU",1
"1498",2861,"ELO-STLR_B6",11,12,1991,"ABDU",3
"1499",2862,"ELO-STLR_B6",14,11,1991,"ABDU",15
"1500",2863,"ELO-STLR_B6",4,11,1991,"ABDU",14
"1501",2864,"ELO-STLR_B6",3,1,1991,"ABDU",6
"1502",2865,"ELO-STLR_B6",4,11,1992,"ABDU",2
"1503",2866,"ELO-STLR_B6",8,1,1992,"ABDU",6
"1504",2867,"ELO-STLR_B6",15,12,1993,"ABDU",18
"1505",2868,"ELO-STLR_B6",4,11,1993,"ABDU",2
"1506",2869,"ELO-STLR_B6",6,1,1993,"ABDU",6
"1507",2870,"ELO-STLR_B6",16,11,1993,"ABDU",8
"1508",2871,"ELO-STLR_B6",14,12,1994,"ABDU",6
"1509",2872,"ELO-STLR_B6",6,1,1994,"ABDU",4
"1510",2873,"ELO-STLR_B6",13,12,1995,"ABDU",11
"1511",2874,"ELO-STLR_B6",6,11,1995,"ABDU",1
"1512",2875,"ELO-STLR_B6",5,1,1995,"ABDU",13
"1513",2876,"ELO-STLR_B6",9,12,1996,"ABDU",1
"1514",2877,"ELO-STLR_B6",5,1,1996,"ABDU",3
"1515",2878,"ELO-STLR_B6",5,11,1997,"ABDU",12
"1516",2879,"ELO-STLR_B6",7,1,1997,"ABDU",13
"1517",2880,"ELO-STLR_B6",8,12,1997,"ABDU",6
"1518",2881,"ELO-STLR_B6",5,11,1998,"ABDU",3
"1519",2882,"ELO-STLR_B6",22,1,1998,"ABDU",10
"1520",2883,"ELO-STLR_B6",9,4,1999,"ABDU",5
"1521",2884,"ELO-STLR_B6",21,12,1999,"ABDU",25
"1522",2885,"ELO-STLR_B6",17,11,1999,"ABDU",20
"1523",2886,"ELO-STLR_B6",18,10,1999,"ABDU",2
"1524",2887,"ELO-STLR_B6",21,4,1999,"ABDU",5
"1525",2888,"ELO-STLR_B6",8,10,1999,"ABDU",8
"1526",2889,"ELO-STLR_B6",4,5,1999,"ABDU",3
"1527",2890,"ELO-STLR_B6",1,12,1999,"ABDU",2
"1528",2891,"ELO-STLR_B6",25,3,1999,"ABDU",5
"1529",2892,"ELO-STLR_B6",5,1,2000,"ABDU",12
"1530",2893,"ELO-STLR_B6",8,11,2000,"ABDU",2
"1531",2894,"ELO-STLR_B6",9,1,2001,"ABDU",21
"1532",2895,"ELO-STLR_B6",30,10,2002,"ABDU",6
"1533",2896,"ELO-STLR_B6",7,1,2003,"ABDU",5
"1534",2897,"ELO-STLR_B6",6,1,2004,"ABDU",36
"1535",3498,"ELO-STLR_B7",5,11,1976,"ABDU",2
"1536",3499,"ELO-STLR_B7",24,3,1976,"ABDU",2
"1537",3500,"ELO-STLR_B7",10,3,1976,"ABDU",10
"1538",3501,"ELO-STLR_B7",29,4,1977,"ABDU",2
"1539",3502,"ELO-STLR_B7",8,12,1977,"ABDU",12
"1540",3503,"ELO-STLR_B7",19,10,1977,"ABDU",1
"1541",3504,"ELO-STLR_B7",25,3,1977,"ABDU",2
"1542",3505,"ELO-STLR_B7",15,11,1977,"ABDU",3
"1543",3506,"ELO-STLR_B7",20,1,1977,"ABDU",8
"1544",3507,"ELO-STLR_B7",7,11,1978,"ABDU",16
"1545",3508,"ELO-STLR_B7",7,11,1985,"ABDU",25
"1546",3509,"ELO-STLR_B7",11,9,1985,"ABDU",1
"1547",3510,"ELO-STLR_B7",29,3,1985,"ABDU",85
"1548",3511,"ELO-STLR_B7",25,4,1985,"ABDU",2
"1549",3512,"ELO-STLR_B7",18,11,1985,"ABDU",3
"1550",3513,"ELO-STLR_B7",26,9,1985,"ABDU",3
"1551",3514,"ELO-STLR_B7",23,10,1985,"ABDU",5
"1552",3515,"ELO-STLR_B7",11,4,1985,"ABDU",2
"1553",3516,"ELO-STLR_B7",5,12,1985,"ABDU",30
"1554",3517,"ELO-STLR_B7",2,1,1986,"ABDU",17
"1555",3518,"ELO-STLR_B7",6,11,1986,"ABDU",12
"1556",3519,"ELO-STLR_B7",4,11,1987,"ABDU",5
"1557",3520,"ELO-STLR_B7",13,1,1987,"ABDU",4
"1558",3521,"ELO-STLR_B7",14,12,1988,"ABDU",12
"1559",3522,"ELO-STLR_B7",3,1,1989,"ABDU",9
"1560",3523,"ELO-STLR_B7",3,1,1990,"ABDU",8
"1561",3524,"ELO-STLR_B7",7,11,1990,"ABDU",9
"1562",3525,"ELO-STLR_B7",15,11,1990,"ABDU",33
"1563",3526,"ELO-STLR_B7",4,11,1992,"ABDU",2
"1564",3527,"ELO-STLR_B7",8,1,1992,"ABDU",2
"1565",3528,"ELO-STLR_B7",4,11,1993,"ABDU",2
"1566",3529,"ELO-STLR_B7",16,11,1993,"ABDU",5
"1567",3530,"ELO-STLR_B7",15,12,1993,"ABDU",3
"1568",3531,"ELO-STLR_B7",15,11,1994,"ABDU",1
"1569",3532,"ELO-STLR_B7",9,1,1995,"ABDU",28
"1570",3533,"ELO-STLR_B7",6,11,1995,"ABDU",21
"1571",3534,"ELO-STLR_B7",13,12,1995,"ABDU",11
"1572",3535,"ELO-STLR_B7",4,11,1996,"ABDU",4
"1573",3536,"ELO-STLR_B7",9,12,1996,"ABDU",12
"1574",3537,"ELO-STLR_B7",7,1,1997,"ABDU",8
"1575",3538,"ELO-STLR_B7",5,11,1997,"ABDU",9
"1576",3539,"ELO-STLR_B7",4,11,1998,"ABDU",10
"1577",3540,"ELO-STLR_B7",4,5,1999,"ABDU",2
"1578",3541,"ELO-STLR_B7",17,11,1999,"ABDU",6
"1579",3542,"ELO-STLR_B7",9,4,1999,"ABDU",115
"1580",3543,"ELO-STLR_B7",18,10,1999,"ABDU",6
"1581",3544,"ELO-STLR_B7",21,4,1999,"ABDU",3
"1582",3545,"ELO-STLR_B7",25,3,1999,"ABDU",12
"1583",3546,"ELO-STLR_B7",1,12,1999,"ABDU",16
"1584",3547,"ELO-STLR_B7",17,12,1999,"ABDU",6
"1585",3548,"ELO-STLR_B7",7,1,1999,"ABDU",3
"1586",3549,"ELO-STLR_B7",5,1,2000,"ABDU",2
"1587",3550,"ELO-STLR_B7",8,11,2000,"ABDU",2
"1588",3551,"ELO-STLR_B7",9,1,2001,"ABDU",33
"1589",3552,"ELO-STLR_B7",30,10,2002,"ABDU",15
"1590",3553,"ELO-STLR_B7",6,1,2004,"ABDU",4
"1591",4138,"ELO-STLR_B8",24,3,1976,"ABDU",66
"1592",4139,"ELO-STLR_B8",29,4,1976,"ABDU",2
"1593",4140,"ELO-STLR_B8",5,11,1976,"ABDU",1
"1594",4141,"ELO-STLR_B8",9,3,1977,"ABDU",3
"1595",4142,"ELO-STLR_B8",26,9,1985,"ABDU",2
"1596",4143,"ELO-STLR_B8",23,10,1985,"ABDU",3
"1597",4144,"ELO-STLR_B8",14,12,1988,"ABDU",150
"1598",4145,"ELO-STLR_B8",7,11,1989,"ABDU",1
"1599",4146,"ELO-STLR_B8",7,11,1990,"ABDU",1
"1600",4147,"ELO-STLR_B8",4,11,1991,"ABDU",2
"1601",4148,"ELO-STLR_B8",6,11,1995,"ABDU",2
"1602",4149,"ELO-STLR_B8",15,12,1998,"ABDU",1
"1603",4150,"ELO-STLR_B8",18,10,1999,"ABDU",4
"1604",4151,"ELO-STLR_B8",9,4,1999,"ABDU",2
"1605",4152,"ELO-STLR_B8",8,10,1999,"ABDU",2
"1606",4153,"ELO-STLR_B8",17,12,1999,"ABDU",1
"1607",4154,"ELO-STLR_B8",7,1,1999,"ABDU",21
"1608",4155,"ELO-STLR_B8",8,11,2000,"ABDU",2
"1609",4156,"ELO-STLR_B8",5,11,2001,"ABDU",3
"1610",4157,"ELO-STLR_B8",30,10,2002,"ABDU",5
"1611",4158,"ELO-STLR_B8",6,1,2004,"ABDU",6
"1612",4507,"ELO-STLR_B9",24,3,1976,"ABDU",45
"1613",4508,"ELO-STLR_B9",10,3,1976,"ABDU",1
"1614",4509,"ELO-STLR_B9",3,12,1976,"ABDU",1
"1615",4510,"ELO-STLR_B9",25,3,1977,"ABDU",41
"1616",4511,"ELO-STLR_B9",29,4,1977,"ABDU",2
"1617",4512,"ELO-STLR_B9",12,4,1977,"ABDU",10
"1618",4513,"ELO-STLR_B9",22,9,1977,"ABDU",3
"1619",4514,"ELO-STLR_B9",9,3,1977,"ABDU",3
"1620",4515,"ELO-STLR_B9",7,11,1978,"ABDU",3
"1621",4516,"ELO-STLR_B9",29,3,1985,"ABDU",5
"1622",4517,"ELO-STLR_B9",18,11,1985,"ABDU",9
"1623",4518,"ELO-STLR_B9",5,12,1985,"ABDU",2
"1624",4519,"ELO-STLR_B9",11,4,1985,"ABDU",3
"1625",4520,"ELO-STLR_B9",2,1,1986,"ABDU",13
"1626",4521,"ELO-STLR_B9",13,1,1987,"ABDU",5
"1627",4522,"ELO-STLR_B9",7,11,1989,"ABDU",3
"1628",4523,"ELO-STLR_B9",3,1,1989,"ABDU",18
"1629",4524,"ELO-STLR_B9",3,1,1990,"ABDU",1
"1630",4525,"ELO-STLR_B9",7,11,1990,"ABDU",3
"1631",4526,"ELO-STLR_B9",14,11,1991,"ABDU",19
"1632",4527,"ELO-STLR_B9",3,1,1991,"ABDU",14
"1633",4528,"ELO-STLR_B9",8,1,1992,"ABDU",20
"1634",4529,"ELO-STLR_B9",16,11,1993,"ABDU",5
"1635",4530,"ELO-STLR_B9",6,1,1994,"ABDU",10
"1636",4531,"ELO-STLR_B9",13,12,1995,"ABDU",22
"1637",4532,"ELO-STLR_B9",6,11,1995,"ABDU",8
"1638",4533,"ELO-STLR_B9",17,12,1999,"ABDU",10
"1639",4534,"ELO-STLR_B9",21,4,1999,"ABDU",1
"1640",4535,"ELO-STLR_B9",9,4,1999,"ABDU",6
"1641",4536,"ELO-STLR_B9",17,11,1999,"ABDU",35
"1642",4537,"ELO-STLR_B9",25,3,1999,"ABDU",8
"1643",4538,"ELO-STLR_B9",7,1,2002,"ABDU",1
"1644",4539,"ELO-STLR_B9",6,1,2004,"ABDU",7
"1645",5006,"ELO-STLR_C1",25,3,1977,"ABDU",22
"1646",5007,"ELO-STLR_C1",12,4,1977,"ABDU",2
"1647",5008,"ELO-STLR_C1",29,4,1977,"ABDU",2
"1648",5009,"ELO-STLR_C1",15,11,1977,"ABDU",12
"1649",5010,"ELO-STLR_C1",8,12,1977,"ABDU",4
"1650",5011,"ELO-STLR_C1",22,9,1977,"ABDU",10
"1651",5012,"ELO-STLR_C1",7,11,1978,"ABDU",1
"1652",5013,"ELO-STLR_C1",6,11,1979,"ABDU",7
"1653",5014,"ELO-STLR_C1",6,11,1981,"ABDU",58
"1654",5015,"ELO-STLR_C1",7,11,1985,"ABDU",17
"1655",5016,"ELO-STLR_C1",14,3,1985,"ABDU",1
"1656",5017,"ELO-STLR_C1",11,4,1985,"ABDU",9
"1657",5018,"ELO-STLR_C1",29,3,1985,"ABDU",2
"1658",5019,"ELO-STLR_C1",29,8,1985,"ABDU",11
"1659",5020,"ELO-STLR_C1",5,12,1985,"ABDU",1
"1660",5021,"ELO-STLR_C1",23,10,1985,"ABDU",3
"1661",5022,"ELO-STLR_C1",18,11,1985,"ABDU",36
"1662",5023,"ELO-STLR_C1",20,11,1986,"ABDU",12
"1663",5024,"ELO-STLR_C1",13,1,1987,"ABDU",8
"1664",5025,"ELO-STLR_C1",3,11,1988,"ABDU",9
"1665",5026,"ELO-STLR_C1",7,11,1989,"ABDU",3
"1666",5027,"ELO-STLR_C1",3,1,1989,"ABDU",7
"1667",5028,"ELO-STLR_C1",14,11,1991,"ABDU",79
"1668",5029,"ELO-STLR_C1",4,11,1991,"ABDU",11
"1669",5030,"ELO-STLR_C1",8,1,1992,"ABDU",14
"1670",5031,"ELO-STLR_C1",16,11,1993,"ABDU",2
"1671",5032,"ELO-STLR_C1",15,11,1994,"ABDU",1
"1672",5033,"ELO-STLR_C1",9,1,1995,"ABDU",20
"1673",5034,"ELO-STLR_C1",13,12,1995,"ABDU",9
"1674",5035,"ELO-STLR_C1",25,10,1995,"ABDU",18
"1675",5036,"ELO-STLR_C1",6,11,1995,"ABDU",6
"1676",5037,"ELO-STLR_C1",8,12,1997,"ABDU",45
"1677",5038,"ELO-STLR_C1",5,11,1997,"ABDU",9
"1678",5039,"ELO-STLR_C1",15,12,1998,"ABDU",23
"1679",5040,"ELO-STLR_C1",4,11,1998,"ABDU",55
"1680",5041,"ELO-STLR_C1",17,12,1999,"ABDU",51
"1681",5042,"ELO-STLR_C1",1,12,1999,"ABDU",23
"1682",5043,"ELO-STLR_C1",21,4,1999,"ABDU",3
"1683",5044,"ELO-STLR_C1",22,9,1999,"ABDU",15
"1684",5045,"ELO-STLR_C1",9,4,1999,"ABDU",90
"1685",5046,"ELO-STLR_C1",17,11,1999,"ABDU",119
"1686",5047,"ELO-STLR_C1",18,10,1999,"ABDU",23
"1687",5048,"ELO-STLR_C1",8,10,1999,"ABDU",5
"1688",5049,"ELO-STLR_C1",3,11,1999,"ABDU",24
"1689",5050,"ELO-STLR_C1",23,8,1999,"ABDU",1
"1690",5051,"ELO-STLR_C1",8,11,2000,"ABDU",21
"1691",5052,"ELO-STLR_C1",5,11,2001,"ABDU",22
"1692",5053,"ELO-STLR_C1",7,1,2002,"ABDU",6
"1693",5054,"ELO-STLR_C1",30,10,2002,"ABDU",50
"1694",5055,"ELO-STLR_C1",7,1,2003,"ABDU",57
"1695",5056,"ELO-STLR_C1",6,1,2004,"ABDU",79
"1696",5625,"ELO-STLR_C10",5,11,1976,"ABDU",2
"1697",5626,"ELO-STLR_C10",3,12,1976,"ABDU",29
"1698",5627,"ELO-STLR_C10",7,4,1976,"ABDU",10
"1699",5628,"ELO-STLR_C10",29,4,1977,"ABDU",15
"1700",5629,"ELO-STLR_C10",19,10,1977,"ABDU",1273
"1701",5630,"ELO-STLR_C10",8,12,1977,"ABDU",58
"1702",5631,"ELO-STLR_C10",15,11,1977,"ABDU",1120
"1703",5632,"ELO-STLR_C10",22,9,1977,"ABDU",39
"1704",5633,"ELO-STLR_C10",7,11,1978,"ABDU",108
"1705",5634,"ELO-STLR_C10",6,11,1979,"ABDU",20
"1706",5635,"ELO-STLR_C10",6,11,1984,"ABDU",2
"1707",5636,"ELO-STLR_C10",6,11,1985,"ABDU",67
"1708",5637,"ELO-STLR_C10",29,3,1985,"ABDU",30
"1709",5638,"ELO-STLR_C10",11,4,1985,"ABDU",2
"1710",5639,"ELO-STLR_C10",11,9,1985,"ABDU",36
"1711",5640,"ELO-STLR_C10",18,11,1985,"ABDU",6
"1712",5641,"ELO-STLR_C10",23,10,1985,"ABDU",47
"1713",5642,"ELO-STLR_C10",10,10,1985,"ABDU",49
"1714",5643,"ELO-STLR_C10",26,9,1985,"ABDU",60
"1715",5644,"ELO-STLR_C10",29,8,1985,"ABDU",5
"1716",5645,"ELO-STLR_C10",5,12,1985,"ABDU",1
"1717",5646,"ELO-STLR_C10",30,10,1986,"ABDU",7
"1718",5647,"ELO-STLR_C10",23,10,1986,"ABDU",9
"1719",5648,"ELO-STLR_C10",2,1,1986,"ABDU",2
"1720",5649,"ELO-STLR_C10",28,11,1986,"ABDU",8
"1721",5650,"ELO-STLR_C10",14,11,1986,"ABDU",13
"1722",5651,"ELO-STLR_C10",16,4,1986,"ABDU",6
"1723",5652,"ELO-STLR_C10",27,3,1986,"ABDU",52
"1724",5653,"ELO-STLR_C10",20,11,1986,"ABDU",20
"1725",5654,"ELO-STLR_C10",17,10,1986,"ABDU",40
"1726",5655,"ELO-STLR_C10",5,11,1986,"ABDU",30
"1727",5656,"ELO-STLR_C10",17,12,1986,"ABDU",30
"1728",5657,"ELO-STLR_C10",14,12,1988,"ABDU",87
"1729",5658,"ELO-STLR_C10",15,12,1989,"ABDU",6
"1730",5659,"ELO-STLR_C10",7,11,1989,"ABDU",60
"1731",5660,"ELO-STLR_C10",17,11,1989,"ABDU",525
"1732",5661,"ELO-STLR_C10",7,11,1990,"ABDU",9
"1733",5662,"ELO-STLR_C10",15,11,1990,"ABDU",20
"1734",5663,"ELO-STLR_C10",4,11,1991,"ABDU",27
"1735",5664,"ELO-STLR_C10",3,1,1991,"ABDU",8
"1736",5665,"ELO-STLR_C10",14,11,1991,"ABDU",4
"1737",5666,"ELO-STLR_C10",11,12,1991,"ABDU",5
"1738",5667,"ELO-STLR_C10",24,11,1992,"ABDU",2
"1739",5668,"ELO-STLR_C10",8,1,1992,"ABDU",4
"1740",5669,"ELO-STLR_C10",16,11,1993,"ABDU",2
"1741",5670,"ELO-STLR_C10",6,1,1993,"ABDU",3
"1742",5671,"ELO-STLR_C10",15,12,1993,"ABDU",3
"1743",5672,"ELO-STLR_C10",15,11,1994,"ABDU",2
"1744",5673,"ELO-STLR_C10",3,11,1994,"ABDU",17
"1745",5674,"ELO-STLR_C10",14,12,1994,"ABDU",2
"1746",5675,"ELO-STLR_C10",9,1,1995,"ABDU",1
"1747",5676,"ELO-STLR_C10",4,11,1996,"ABDU",5
"1748",5677,"ELO-STLR_C10",9,12,1996,"ABDU",11
"1749",5678,"ELO-STLR_C10",8,12,1997,"ABDU",1
"1750",5679,"ELO-STLR_C10",7,1,1997,"ABDU",2
"1751",5680,"ELO-STLR_C10",5,11,1997,"ABDU",5
"1752",5681,"ELO-STLR_C10",15,12,1998,"ABDU",10
"1753",5682,"ELO-STLR_C10",4,5,1999,"ABDU",1
"1754",5683,"ELO-STLR_C10",23,9,1999,"ABDU",4
"1755",5684,"ELO-STLR_C10",21,4,1999,"ABDU",3
"1756",5685,"ELO-STLR_C10",1,12,1999,"ABDU",1
"1757",5686,"ELO-STLR_C10",17,11,1999,"ABDU",48
"1758",5687,"ELO-STLR_C10",7,1,1999,"ABDU",15
"1759",5688,"ELO-STLR_C10",8,11,1999,"ABDU",30
"1760",5689,"ELO-STLR_C10",25,3,1999,"ABDU",84
